i,D.I.,A.Y.,I.COV,S,B.R.,S.R.,T.S.,MaxP.($),MinP.($),MedP.($),MeanP.($),P.SD,M.P.SD,MeanPCF,PCFSD,M.PCFSD,Mean P.F.,M.P.FSD
196,EDDI-1,2018,0.41,0.75,68,9,1.0,4144.81,17.25,219.99,285.01,228.16,212.43,0.31,0.03,0.07,21.18,0.37
197,EDDI-1,2018,0.41,0.8,68,9,1.0,4846.91,27.65,294.56,375.49,283.6,245.97,0.31,0.03,0.07,25.89,0.4
198,EDDI-1,2018,0.41,0.85,68,9,1.0,5458.62,38.05,361.73,455.78,332.59,274.91,0.32,0.03,0.07,29.31,0.41
199,EDDI-1,2018,0.41,0.9,68,9,1.0,6100.83,53.91,440.02,548.05,387.55,305.03,0.33,0.03,0.06,32.86,0.42
200,EDDI-2,2017,0.43,0.7,68,69,2.0,2045.24,66.7,497.1,648.9,455.8,55.55,0.31,0.01,0.03,0.0,0.43
201,EDDI-2,2017,0.43,0.75,68,69,2.0,2416.09,79.83,594.13,772.63,542.7,58.89,0.33,0.01,0.03,0.0,0.44
202,EDDI-2,2017,0.43,0.8,68,69,2.0,2978.43,100.62,736.71,956.32,671.43,61.92,0.33,0.01,0.02,0.0,0.44
203,EDDI-2,2017,0.43,0.85,68,69,2.0,3454.73,118.11,860.03,1115.41,782.85,65.04,0.33,0.01,0.02,0.0,0.45
204,EDDI-2,2017,0.43,0.9,68,69,2.0,4140.17,142.57,1040.53,1346.93,944.78,67.38,0.32,0.01,0.02,0.0,0.45
205,EDDI-2,2017,0.43,0.7,68,49,2.0,2045.24,66.7,497.1,648.9,455.8,55.55,0.31,0.01,0.03,0.0,0.43
206,EDDI-2,2017,0.43,0.75,68,49,2.0,2416.09,79.83,594.13,772.63,542.7,58.89,0.33,0.01,0.03,0.0,0.44
207,EDDI-2,2017,0.43,0.8,68,49,2.0,2978.43,100.62,736.71,956.32,671.43,61.92,0.33,0.01,0.02,0.0,0.44
208,EDDI-2,2017,0.43,0.85,68,49,2.0,3454.73,118.11,860.03,1115.41,782.85,65.04,0.33,0.01,0.02,0.0,0.45
209,EDDI-2,2017,0.43,0.9,68,49,2.0,4140.17,142.57,1040.53,1346.93,944.78,67.38,0.32,0.01,0.02,0.0,0.45
210,EDDI-2,2017,0.43,0.7,68,29,2.0,2390.69,40.97,430.53,556.05,396.83,132.59,0.3,0.01,0.03,82.5,0.53
211,EDDI-2,2017,0.43,0.75,68,29,2.0,2791.15,50.03,515.56,664.84,472.23,145.19,0.33,0.01,0.03,92.39,0.54
212,EDDI-2,2017,0.43,0.8,68,29,2.0,3342.94,64.56,643.61,828.26,584.54,158.79,0.32,0.01,0.03,108.3,0.54
213,EDDI-2,2017,0.43,0.85,68,29,2.0,3807.3,77.57,753.59,970.4,682.27,170.65,0.33,0.01,0.03,119.51,0.54
214,EDDI-2,2017,0.43,0.9,68,29,2.0,4441.25,97.85,913.88,1180.02,825.65,182.38,0.32,0.01,0.03,136.68,0.53
215,EDDI-2,2017,0.43,0.7,68,9,2.0,6084.14,0.0,218.78,291.9,289.81,228.51,0.28,0.04,0.08,16.94,0.32
216,EDDI-2,2017,0.43,0.75,68,9,2.0,6899.08,3.31,269.63,353.06,336.29,256.47,0.32,0.03,0.08,19.23,0.33
217,EDDI-2,2017,0.43,0.8,68,9,2.0,7924.7,17.64,350.02,448.0,402.56,291.88,0.33,0.03,0.07,22.97,0.35
218,EDDI-2,2017,0.43,0.85,68,9,2.0,8792.11,29.35,419.97,531.72,461.01,323.19,0.34,0.04,0.07,25.66,0.36
219,EDDI-2,2017,0.43,0.9,68,9,2.0,9848.67,49.99,530.61,659.78,544.99,363.32,0.34,0.04,0.07,29.89,0.38
220,EDDI-2,2018,0.43,0.7,68,69,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
221,EDDI-2,2018,0.43,0.75,68,69,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
222,EDDI-2,2018,0.43,0.8,68,69,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
223,EDDI-2,2018,0.43,0.85,68,69,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
224,EDDI-2,2018,0.43,0.9,68,69,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
225,EDDI-2,2018,0.43,0.7,68,49,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
226,EDDI-2,2018,0.43,0.75,68,49,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
227,EDDI-2,2018,0.43,0.8,68,49,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
228,EDDI-2,2018,0.43,0.85,68,49,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
229,EDDI-2,2018,0.43,0.9,68,49,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
230,EDDI-2,2018,0.43,0.7,68,29,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
231,EDDI-2,2018,0.43,0.75,68,29,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
232,EDDI-2,2018,0.43,0.8,68,29,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
233,EDDI-2,2018,0.43,0.85,68,29,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
234,EDDI-2,2018,0.43,0.9,68,29,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
235,EDDI-2,2018,0.43,0.7,68,9,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
236,EDDI-2,2018,0.43,0.75,68,9,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
237,EDDI-2,2018,0.43,0.8,68,9,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
238,EDDI-2,2018,0.43,0.85,68,9,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
239,EDDI-2,2018,0.43,0.9,68,9,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
240,EDDI-3,2017,0.44,0.7,68,69,3.0,2105.98,66.42,505.13,654.85,462.51,56.2,0.33,0.01,0.03,114.19,0.38
241,EDDI-3,2017,0.44,0.75,68,69,3.0,2588.35,82.94,627.47,813.72,574.42,59.72,0.33,0.01,0.02,133.33,0.39
242,EDDI-3,2017,0.44,0.8,68,69,3.0,3133.34,101.98,769.97,996.97,703.28,62.88,0.33,0.01,0.02,153.63,0.4
243,EDDI-3,2017,0.44,0.85,68,69,3.0,3614.51,118.63,892.75,1155.93,815.02,66.06,0.34,0.01,0.02,167.7,0.4
244,EDDI-3,2017,0.44,0.9,68,69,3.0,4303.65,143.15,1070.84,1385.08,975.76,68.51,0.33,0.01,0.02,189.25,0.41
245,EDDI-3,2017,0.44,0.7,68,49,3.0,2105.98,66.42,505.13,654.85,462.51,56.2,0.33,0.01,0.03,114.19,0.38
246,EDDI-3,2017,0.44,0.75,68,49,3.0,2588.35,82.94,627.47,813.72,574.42,59.72,0.33,0.01,0.02,133.33,0.39
247,EDDI-3,2017,0.44,0.8,68,49,3.0,3133.34,101.98,769.97,996.97,703.28,62.88,0.33,0.01,0.02,153.63,0.4
248,EDDI-3,2017,0.44,0.85,68,49,3.0,3614.51,118.63,892.75,1155.93,815.02,66.06,0.34,0.01,0.02,167.7,0.4
249,EDDI-3,2017,0.44,0.9,68,49,3.0,4303.65,143.15,1070.84,1385.08,975.76,68.51,0.33,0.01,0.02,189.25,0.41
250,EDDI-3,2017,0.44,0.7,68,29,3.0,2307.58,37.08,435.92,556.21,397.89,131.33,0.32,0.01,0.03,78.73,0.48
251,EDDI-3,2017,0.44,0.75,68,29,3.0,2816.71,48.96,544.86,695.58,494.2,144.83,0.33,0.01,0.03,92.9,0.49
252,EDDI-3,2017,0.44,0.8,68,29,3.0,3394.16,65.07,669.28,857.92,605.96,157.74,0.33,0.01,0.03,108.07,0.5
253,EDDI-3,2017,0.44,0.85,68,29,3.0,3868.0,77.2,777.99,999.22,703.26,169.16,0.33,0.01,0.03,118.81,0.5
254,EDDI-3,2017,0.44,0.9,68,29,3.0,4507.0,97.18,936.14,1205.91,844.65,180.55,0.33,0.01,0.03,135.63,0.5
255,EDDI-3,2017,0.44,0.7,68,9,3.0,6268.2,0.0,196.95,273.33,294.55,216.01,0.29,0.04,0.08,15.62,0.29
256,EDDI-3,2017,0.44,0.75,68,9,3.0,7278.88,0.0,258.83,348.61,351.65,247.64,0.31,0.04,0.07,18.88,0.31
257,EDDI-3,2017,0.44,0.8,68,9,3.0,8323.05,7.29,336.66,439.53,416.38,280.57,0.32,0.04,0.07,22.52,0.33
258,EDDI-3,2017,0.44,0.85,68,9,3.0,9206.12,22.85,405.71,520.03,473.59,309.79,0.34,0.04,0.07,25.16,0.34
259,EDDI-3,2017,0.44,0.9,68,9,3.0,10282.29,43.11,512.42,643.19,554.62,346.9,0.34,0.04,0.07,29.36,0.36
260,EDDI-3,2018,0.44,0.7,68,69,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
261,EDDI-3,2018,0.44,0.75,68,69,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
262,EDDI-3,2018,0.44,0.8,68,69,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
263,EDDI-3,2018,0.44,0.85,68,69,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
264,EDDI-3,2018,0.44,0.9,68,69,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
265,EDDI-3,2018,0.44,0.7,68,49,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
266,EDDI-3,2018,0.44,0.75,68,49,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
267,EDDI-3,2018,0.44,0.8,68,49,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
268,EDDI-3,2018,0.44,0.85,68,49,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
269,EDDI-3,2018,0.44,0.9,68,49,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
270,EDDI-3,2018,0.44,0.7,68,29,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
271,EDDI-3,2018,0.44,0.75,68,29,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
272,EDDI-3,2018,0.44,0.8,68,29,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
273,EDDI-3,2018,0.44,0.85,68,29,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
274,EDDI-3,2018,0.44,0.9,68,29,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
275,EDDI-3,2018,0.44,0.7,68,9,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
276,EDDI-3,2018,0.44,0.75,68,9,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
277,EDDI-3,2018,0.44,0.8,68,9,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
278,EDDI-3,2018,0.44,0.85,68,9,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
279,EDDI-3,2018,0.44,0.9,68,9,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
280,EDDI-6,2017,0.45,0.7,68,69,6.0,2226.01,76.16,553.84,710.88,500.44,29.19,0.33,0.01,0.02,0.0,0.31
281,EDDI-6,2017,0.45,0.75,68,69,6.0,2730.53,93.69,680.86,873.05,614.92,30.15,0.34,0.01,0.02,0.0,0.33
282,EDDI-6,2017,0.45,0.8,68,69,6.0,3167.54,108.98,793.14,1015.3,715.23,31.53,0.35,0.01,0.02,0.0,0.33
283,EDDI-6,2017,0.45,0.85,68,69,6.0,3782.07,130.6,954.64,1219.73,859.06,32.77,0.34,0.01,0.01,0.0,0.33
284,EDDI-6,2017,0.45,0.9,68,69,6.0,4485.21,156.37,1134.86,1449.02,1019.88,34.33,0.34,0.01,0.01,0.0,0.34
285,EDDI-6,2017,0.45,0.7,68,49,6.0,2226.01,76.16,553.84,710.88,500.44,29.19,0.33,0.01,0.02,0.0,0.31
286,EDDI-6,2017,0.45,0.75,68,49,6.0,2730.53,93.69,680.86,873.05,614.92,30.15,0.34,0.01,0.02,0.0,0.33
287,EDDI-6,2017,0.45,0.8,68,49,6.0,3167.54,108.98,793.14,1015.3,715.23,31.53,0.35,0.01,0.02,0.0,0.33
288,EDDI-6,2017,0.45,0.85,68,49,6.0,3782.07,130.6,954.64,1219.73,859.06,32.77,0.34,0.01,0.01,0.0,0.33
289,EDDI-6,2017,0.45,0.9,68,49,6.0,4485.21,156.37,1134.86,1449.02,1019.88,34.33,0.34,0.01,0.01,0.0,0.34
290,EDDI-6,2017,0.45,0.7,68,29,6.0,2564.66,26.92,467.61,595.26,430.17,114.28,0.32,0.02,0.03,0.0,0.39
291,EDDI-6,2017,0.45,0.75,68,29,6.0,3094.96,39.73,576.49,736.14,528.01,124.62,0.33,0.02,0.03,0.0,0.4
292,EDDI-6,2017,0.45,0.8,68,29,6.0,3555.13,52.83,673.39,860.21,614.15,133.87,0.34,0.01,0.02,0.0,0.4
293,EDDI-6,2017,0.45,0.85,68,29,6.0,4186.38,73.56,811.77,1041.03,738.35,143.2,0.34,0.01,0.02,0.0,0.41
294,EDDI-6,2017,0.45,0.9,68,29,6.0,4877.57,92.8,970.21,1245.94,878.26,152.25,0.33,0.02,0.02,0.0,0.42
295,EDDI-6,2017,0.45,0.7,68,9,6.0,6925.16,0.0,123.57,212.31,317.71,145.9,0.28,0.05,0.07,13.69,0.24
296,EDDI-6,2017,0.45,0.75,68,9,6.0,7926.41,0.0,177.53,275.28,374.72,170.17,0.3,0.04,0.06,16.83,0.26
297,EDDI-6,2017,0.45,0.8,68,9,6.0,8812.69,0.0,225.46,331.82,425.01,190.89,0.33,0.05,0.06,19.08,0.27
298,EDDI-6,2017,0.45,0.85,68,9,6.0,9957.26,0.0,304.48,420.05,493.31,217.22,0.34,0.05,0.06,22.67,0.28
299,EDDI-6,2017,0.45,0.9,68,9,6.0,11117.48,0.0,399.24,524.8,568.14,244.36,0.33,0.05,0.06,26.51,0.3
300,EDDI-6,2018,0.45,0.7,68,69,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
301,EDDI-6,2018,0.45,0.75,68,69,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
302,EDDI-6,2018,0.45,0.8,68,69,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
303,EDDI-6,2018,0.45,0.85,68,69,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
304,EDDI-6,2018,0.45,0.9,68,69,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
305,EDDI-6,2018,0.45,0.7,68,49,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
306,EDDI-6,2018,0.45,0.75,68,49,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
307,EDDI-6,2018,0.45,0.8,68,49,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
308,EDDI-6,2018,0.45,0.85,68,49,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
309,EDDI-6,2018,0.45,0.9,68,49,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
310,EDDI-6,2018,0.45,0.7,68,29,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
311,EDDI-6,2018,0.45,0.75,68,29,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
312,EDDI-6,2018,0.45,0.8,68,29,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
313,EDDI-6,2018,0.45,0.85,68,29,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
314,EDDI-6,2018,0.45,0.9,68,29,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
315,EDDI-6,2018,0.45,0.7,68,9,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
316,EDDI-6,2018,0.45,0.75,68,9,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
317,EDDI-6,2018,0.45,0.8,68,9,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
318,EDDI-6,2018,0.45,0.85,68,9,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
319,EDDI-6,2018,0.45,0.9,68,9,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
320,SPI-1,2017,0.23,0.7,68,69,1.0,1145.36,26.79,248.34,316.52,216.86,63.08,0.23,0.01,0.02,215.65,1.04
321,SPI-1,2017,0.23,0.75,68,69,1.0,1476.46,37.25,328.56,420.77,287.9,71.96,0.23,0.01,0.02,256.21,1.06
322,SPI-1,2017,0.23,0.8,68,69,1.0,1720.65,44.89,387.17,496.38,339.66,78.97,0.23,0.01,0.02,277.5,1.08
323,SPI-1,2017,0.23,0.85,68,69,1.0,2163.24,58.56,495.17,636.77,436.25,88.36,0.22,0.01,0.02,321.37,1.1
324,SPI-1,2017,0.23,0.9,68,69,1.0,2485.25,68.44,571.62,736.36,504.94,95.78,0.21,0.01,0.01,343.87,1.1
325,SPI-1,2017,0.23,0.7,68,49,1.0,1073.31,22.5,228.44,298.91,207.06,81.62,0.23,0.01,0.02,146.27,0.93
326,SPI-1,2017,0.23,0.75,68,49,1.0,1404.58,30.72,305.17,398.46,275.82,94.65,0.23,0.01,0.02,174.28,0.97
327,SPI-1,2017,0.23,0.8,68,49,1.0,1650.35,36.87,361.15,470.68,325.87,104.77,0.24,0.01,0.02,189.05,0.99
328,SPI-1,2017,0.23,0.85,68,49,1.0,2096.87,49.04,465.54,605.32,419.52,119.28,0.22,0.01,0.02,219.61,1.03
329,SPI-1,2017,0.23,0.9,68,49,1.0,2413.92,57.86,539.36,700.84,486.03,130.43,0.22,0.01,0.02,235.34,1.04
330,SPI-1,2017,0.23,0.7,68,29,1.0,1176.48,21.06,237.71,301.79,207.48,104.43,0.23,0.01,0.03,90.12,0.75
331,SPI-1,2017,0.23,0.75,68,29,1.0,1517.78,29.82,318.2,402.43,275.83,120.64,0.23,0.01,0.03,107.12,0.78
332,SPI-1,2017,0.23,0.8,68,29,1.0,1765.73,36.14,376.52,475.38,325.65,133.16,0.24,0.01,0.03,116.05,0.8
333,SPI-1,2017,0.23,0.85,68,29,1.0,2202.77,48.71,483.59,611.24,418.72,150.56,0.22,0.01,0.03,134.41,0.83
334,SPI-1,2017,0.23,0.9,68,29,1.0,2511.59,57.55,557.68,707.51,484.83,163.97,0.22,0.01,0.03,143.85,0.84
335,SPI-1,2017,0.23,0.7,68,9,1.0,1275.6,26.18,250.3,305.84,206.62,184.63,0.23,0.02,0.05,30.49,0.44
336,SPI-1,2017,0.23,0.75,68,9,1.0,1668.51,34.95,334.46,404.22,270.75,216.33,0.23,0.02,0.05,35.97,0.46
337,SPI-1,2017,0.23,0.8,68,9,1.0,1957.26,41.95,395.71,475.79,317.95,240.45,0.24,0.02,0.05,38.85,0.47
338,SPI-1,2017,0.23,0.85,68,9,1.0,2484.1,55.59,507.35,608.31,405.85,275.45,0.23,0.02,0.05,44.81,0.49
339,SPI-1,2017,0.23,0.9,68,9,1.0,2847.5,65.55,586.74,702.52,468.77,301.82,0.23,0.02,0.05,47.85,0.49
340,SPI-1,2018,0.23,0.7,68,69,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
341,SPI-1,2018,0.23,0.75,68,69,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
342,SPI-1,2018,0.23,0.8,68,69,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
343,SPI-1,2018,0.23,0.85,68,69,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
344,SPI-1,2018,0.23,0.9,68,69,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
345,SPI-1,2018,0.23,0.7,68,49,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
346,SPI-1,2018,0.23,0.75,68,49,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
347,SPI-1,2018,0.23,0.8,68,49,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
348,SPI-1,2018,0.23,0.85,68,49,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
349,SPI-1,2018,0.23,0.9,68,49,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
350,SPI-1,2018,0.23,0.7,68,29,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
351,SPI-1,2018,0.23,0.75,68,29,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
352,SPI-1,2018,0.23,0.8,68,29,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
353,SPI-1,2018,0.23,0.85,68,29,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
354,SPI-1,2018,0.23,0.9,68,29,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
355,SPI-1,2018,0.23,0.7,68,9,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
356,SPI-1,2018,0.23,0.75,68,9,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
357,SPI-1,2018,0.23,0.8,68,9,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
358,SPI-1,2018,0.23,0.85,68,9,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
359,SPI-1,2018,0.23,0.9,68,9,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
360,SPI-2,2017,0.2,0.7,68,69,2.0,1356.69,30.77,298.39,384.66,266.27,62.98,0.25,0.01,0.02,228.53,0.97
361,SPI-2,2017,0.2,0.75,68,69,2.0,1590.53,37.48,352.5,454.6,314.23,69.8,0.27,0.01,0.02,247.19,0.99
362,SPI-2,2017,0.2,0.8,68,69,2.0,2010.87,49.94,451.71,582.47,402.11,79.15,0.26,0.01,0.02,285.81,1.01
363,SPI-2,2017,0.2,0.85,68,69,2.0,2486.77,64.51,566.42,731.98,505.35,88.62,0.25,0.01,0.02,325.64,1.02
364,SPI-2,2017,0.2,0.9,68,69,2.0,2827.35,74.75,647.79,838.44,579.07,96.05,0.24,0.01,0.01,345.8,1.03
365,SPI-2,2017,0.2,0.7,68,49,2.0,1340.75,23.38,272.42,359.35,252.5,83.84,0.26,0.01,0.02,153.73,0.89
366,SPI-2,2017,0.2,0.75,68,49,2.0,1576.15,28.98,322.88,425.33,298.34,93.53,0.28,0.01,0.02,166.61,0.91
367,SPI-2,2017,0.2,0.8,68,49,2.0,2005.76,39.82,415.52,546.6,382.63,107.5,0.27,0.01,0.02,193.35,0.94
368,SPI-2,2017,0.2,0.85,68,49,2.0,2485.53,52.93,523.11,688.81,481.69,122.19,0.26,0.01,0.02,221.0,0.97
369,SPI-2,2017,0.2,0.9,68,49,2.0,2823.37,62.19,600.42,790.03,552.32,133.49,0.25,0.01,0.02,235.07,0.98
370,SPI-2,2017,0.2,0.7,68,29,2.0,1508.47,22.96,283.8,363.63,255.21,113.37,0.25,0.01,0.03,94.71,0.73
371,SPI-2,2017,0.2,0.75,68,29,2.0,1745.99,28.47,337.11,430.24,300.99,125.75,0.28,0.02,0.03,102.51,0.74
372,SPI-2,2017,0.2,0.8,68,29,2.0,2153.57,39.08,434.13,552.42,384.69,142.77,0.27,0.01,0.03,118.67,0.77
373,SPI-2,2017,0.2,0.85,68,29,2.0,2624.18,52.01,546.41,695.44,482.74,160.2,0.26,0.01,0.03,135.31,0.79
374,SPI-2,2017,0.2,0.9,68,29,2.0,2959.54,61.34,625.98,797.2,552.69,173.84,0.25,0.01,0.03,143.72,0.8
375,SPI-2,2017,0.2,0.7,68,9,2.0,1666.14,26.16,290.33,359.16,245.2,197.34,0.26,0.02,0.06,31.51,0.43
376,SPI-2,2017,0.2,0.75,68,9,2.0,1946.04,32.75,344.57,423.46,287.85,220.2,0.28,0.03,0.06,33.99,0.44
377,SPI-2,2017,0.2,0.8,68,9,2.0,2440.16,44.92,443.67,540.6,365.47,253.34,0.28,0.03,0.06,39.12,0.46
378,SPI-2,2017,0.2,0.85,68,9,2.0,3019.53,59.58,558.95,677.62,456.98,288.2,0.27,0.03,0.05,44.39,0.47
379,SPI-2,2017,0.2,0.9,68,9,2.0,3414.92,70.02,640.64,775.43,522.67,314.87,0.26,0.03,0.05,47.06,0.48
380,SPI-2,2018,0.2,0.7,68,69,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
381,SPI-2,2018,0.2,0.75,68,69,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
382,SPI-2,2018,0.2,0.8,68,69,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
383,SPI-2,2018,0.2,0.85,68,69,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
384,SPI-2,2018,0.2,0.9,68,69,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
385,SPI-2,2018,0.2,0.7,68,49,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
