i,D.I.,A.Y.,I.COV,S,B.R.,S.R.,T.S.,MaxP.($),MinP.($),MedP.($),MeanP.($),P.SD,M.P.SD,MeanPCF,PCFSD,M.PCFSD,Mean P.F.,M.P.FSD
376,SPEI-2,2017,0.135329937,0.75,69,9,2,14.99863423,0,0,0.002853876,0.166518776,,9.62E-05,0.00098435,,0.000528103,
377,SPEI-2,2017,0.135329937,0.8,69,9,2,16.51865671,0,0,0.003543405,0.194070714,,0.000210761,0.001517397,,0.000603546,
378,SPEI-2,2017,0.135329937,0.85,69,9,2,18.02631863,0,0,0.004427484,0.224170595,,0.000601541,0.002769006,,0.000829876,
379,SPEI-2,2017,0.135329937,0.9,69,9,2,19.52061395,0,0,0.005727415,0.258335799,,0.001811768,0.005479619,,0.001056205,
380,SPEI-2,2018,0.135329937,0.7,69,69,2,14.70198113,0,0,0.002552694,0.157763772,,5.19E-05,0.000681193,,0.000452659,
381,SPEI-2,2018,0.135329937,0.75,69,69,2,16.37350951,0,0,0.003203308,0.183937164,,9.62E-05,0.00098435,,0.000528103,
382,SPEI-2,2018,0.135329937,0.8,69,69,2,18.03286744,0,0,0.003920452,0.212126029,,0.000210761,0.001517397,,0.000603546,
383,SPEI-2,2018,0.135329937,0.85,69,69,2,19.67873174,0,0,0.004873466,0.242093312,,0.000601541,0.002769006,,0.000829876,
384,SPEI-2,2018,0.135329937,0.9,69,69,2,21.31000418,0,0,0.00627227,0.276128899,,0.001811768,0.005479619,,0.001056205,
385,SPEI-2,2018,0.135329937,0.7,69,49,2,14.70198113,0,0,0.002552694,0.157763772,,5.19E-05,0.000681193,,0.000452659,
386,SPEI-2,2018,0.135329937,0.75,69,49,2,16.37350951,0,0,0.003203308,0.183937164,,9.62E-05,0.00098435,,0.000528103,
387,SPEI-2,2018,0.135329937,0.8,69,49,2,18.03286744,0,0,0.003920452,0.212126029,,0.000210761,0.001517397,,0.000603546,
388,SPEI-2,2018,0.135329937,0.85,69,49,2,19.67873174,0,0,0.004873466,0.242093312,,0.000601541,0.002769006,,0.000829876,
389,SPEI-2,2018,0.135329937,0.9,69,49,2,21.31000418,0,0,0.00627227,0.276128899,,0.001811768,0.005479619,,0.001056205,
390,SPEI-2,2018,0.135329937,0.7,69,29,2,14.70198113,0,0,0.002552694,0.157763772,,5.19E-05,0.000681193,,0.000452659,
391,SPEI-2,2018,0.135329937,0.75,69,29,2,16.37350951,0,0,0.003203308,0.183937164,,9.62E-05,0.00098435,,0.000528103,
392,SPEI-2,2018,0.135329937,0.8,69,29,2,18.03286744,0,0,0.003920452,0.212126029,,0.000210761,0.001517397,,0.000603546,
393,SPEI-2,2018,0.135329937,0.85,69,29,2,19.67873174,0,0,0.004873466,0.242093312,,0.000601541,0.002769006,,0.000829876,
394,SPEI-2,2018,0.135329937,0.9,69,29,2,21.31000418,0,0,0.00627227,0.276128899,,0.001811768,0.005479619,,0.001056205,
395,SPEI-2,2018,0.135329937,0.7,69,9,2,14.70198113,0,0,0.002552694,0.157763772,,5.19E-05,0.000681193,,0.000452659,
396,SPEI-2,2018,0.135329937,0.75,69,9,2,16.37350951,0,0,0.003203308,0.183937164,,9.62E-05,0.00098435,,0.000528103,
397,SPEI-2,2018,0.135329937,0.8,69,9,2,18.03286744,0,0,0.003920452,0.212126029,,0.000210761,0.001517397,,0.000603546,
398,SPEI-2,2018,0.135329937,0.85,69,9,2,19.67873174,0,0,0.004873466,0.242093312,,0.000601541,0.002769006,,0.000829876,
399,SPEI-2,2018,0.135329937,0.9,69,9,2,21.31000418,0,0,0.00627227,0.276128899,,0.001811768,0.005479619,,0.001056205,
400,SPEI-3,2017,0.216389059,0.7,69,69,3,19.1403828,0,0,0.245137255,0.925824626,,0.020506559,0.007135519,,0.297925311,
401,SPEI-3,2017,0.216389059,0.75,69,69,3,22.85084913,0,0,0.450974384,1.331372973,,0.030253196,0.009297852,,0.501093927,
402,SPEI-3,2017,0.216389059,0.8,69,69,3,26.51541979,0,0,0.810068454,1.876251883,,0.042690621,0.011476681,,0.806865334,
403,SPEI-3,2017,0.216389059,0.85,69,69,3,30.129105,0,0.216322148,1.388285568,2.590773542,,0.05948582,0.013700717,,1.240060355,
404,SPEI-3,2017,0.216389059,0.9,69,69,3,37.47029129,0,0.878327817,2.262885013,3.505078712,,0.084477928,0.016320072,,1.831686156,
405,SPEI-3,2017,0.216389059,0.7,69,49,3,27.40523676,0,0,0.316655165,1.224533309,,0.022235306,0.011468234,,0.29905696,
406,SPEI-3,2017,0.216389059,0.75,69,49,3,32.5973707,0,0,0.582195974,1.766767552,,0.032169322,0.014669298,,0.491512637,
407,SPEI-3,2017,0.216389059,0.8,69,49,3,37.72615163,0,0,1.03293607,2.492254598,,0.044732243,0.017727847,,0.775028291,
408,SPEI-3,2017,0.216389059,0.85,69,49,3,42.96159688,0,0.123082032,1.740353015,3.428672491,,0.061578436,0.020463041,,1.164843455,
409,SPEI-3,2017,0.216389059,0.9,69,49,3,54.95837693,0,0.901407967,2.786387377,4.603161308,,0.086630173,0.023584001,,1.675594115,
410,SPEI-3,2017,0.216389059,0.7,69,29,3,47.42569469,0,0,0.562297833,2.102312724,,0.030992528,0.021168752,,0.319879291,
411,SPEI-3,2017,0.216389059,0.75,69,29,3,56.07200821,0,0,1.010771873,3.017538582,,0.043329732,0.026630892,,0.504488872,
412,SPEI-3,2017,0.216389059,0.8,69,29,3,64.61532389,0,0,1.745789795,4.215077891,,0.058445202,0.031385968,,0.773519427,
413,SPEI-3,2017,0.216389059,0.85,69,29,3,73.04444375,0,0,2.852267185,5.717171965,,0.078207254,0.035457339,,1.123953225,
414,SPEI-3,2017,0.216389059,0.9,69,29,3,81.35007342,0,0.992727673,4.426193892,7.537975004,,0.106808231,0.039682687,,1.569370049,
415,SPEI-3,2017,0.216389059,0.7,69,9,3,116.7225808,0,0,1.912515065,6.884119454,,0.041945585,0.034290127,,0.349981139,
416,SPEI-3,2017,0.216389059,0.75,69,9,3,138.9851538,0,0,3.123720204,9.561481615,,0.056223916,0.0425847,,0.49626556,
417,SPEI-3,2017,0.216389059,0.8,69,9,3,160.9749878,0,0,4.864994512,12.82876991,,0.072816124,0.049614244,,0.674236137,
418,SPEI-3,2017,0.216389059,0.85,69,9,3,182.6624303,0,0,7.272822292,16.68480877,,0.093645847,0.055289357,,0.897472652,
419,SPEI-3,2017,0.216389059,0.9,69,9,3,221.6612262,0,0,10.48287289,21.16714895,,0.123512071,0.060822149,,1.16401358,
420,SPEI-3,2018,0.216389059,0.7,69,69,3,145.4941555,0,0,2.342961839,8.706400633,,0.041945585,0.034290127,,0.349981139,
421,SPEI-3,2018,0.216389059,0.75,69,69,3,172.7950978,0,0,3.711643409,11.83860187,,0.056223916,0.0425847,,0.49626556,
422,SPEI-3,2018,0.216389059,0.8,69,69,3,200.8905728,0,0,5.627016299,15.5547948,,0.072816124,0.049614244,,0.674236137,
423,SPEI-3,2018,0.216389059,0.85,69,69,3,232.8534567,0,0,8.224142644,19.81327882,,0.093645847,0.055289357,,0.897472652,
424,SPEI-3,2018,0.216389059,0.9,69,69,3,264.2705,0,0,11.64329218,24.6397335,,0.123512071,0.060822149,,1.16401358,
425,SPEI-3,2018,0.216389059,0.7,69,49,3,145.4941555,0,0,2.342961839,8.706400633,,0.041945585,0.034290127,,0.349981139,
426,SPEI-3,2018,0.216389059,0.75,69,49,3,172.7950978,0,0,3.711643409,11.83860187,,0.056223916,0.0425847,,0.49626556,
427,SPEI-3,2018,0.216389059,0.8,69,49,3,200.8905728,0,0,5.627016299,15.5547948,,0.072816124,0.049614244,,0.674236137,
428,SPEI-3,2018,0.216389059,0.85,69,49,3,232.8534567,0,0,8.224142644,19.81327882,,0.093645847,0.055289357,,0.897472652,
429,SPEI-3,2018,0.216389059,0.9,69,49,3,264.2705,0,0,11.64329218,24.6397335,,0.123512071,0.060822149,,1.16401358,
430,SPEI-3,2018,0.216389059,0.7,69,29,3,145.4941555,0,0,2.342961839,8.706400633,,0.041945585,0.034290127,,0.349981139,
431,SPEI-3,2018,0.216389059,0.75,69,29,3,172.7950978,0,0,3.711643409,11.83860187,,0.056223916,0.0425847,,0.49626556,
432,SPEI-3,2018,0.216389059,0.8,69,29,3,200.8905728,0,0,5.627016299,15.5547948,,0.072816124,0.049614244,,0.674236137,
433,SPEI-3,2018,0.216389059,0.85,69,29,3,232.8534567,0,0,8.224142644,19.81327882,,0.093645847,0.055289357,,0.897472652,
434,SPEI-3,2018,0.216389059,0.9,69,29,3,264.2705,0,0,11.64329218,24.6397335,,0.123512071,0.060822149,,1.16401358,
435,SPEI-3,2018,0.216389059,0.7,69,9,3,145.4941555,0,0,2.342961839,8.706400633,,0.041945585,0.034290127,,0.349981139,
436,SPEI-3,2018,0.216389059,0.75,69,9,3,172.7950978,0,0,3.711643409,11.83860187,,0.056223916,0.0425847,,0.49626556,
437,SPEI-3,2018,0.216389059,0.8,69,9,3,200.8905728,0,0,5.627016299,15.5547948,,0.072816124,0.049614244,,0.674236137,
438,SPEI-3,2018,0.216389059,0.85,69,9,3,232.8534567,0,0,8.224142644,19.81327882,,0.093645847,0.055289357,,0.897472652,
439,SPEI-3,2018,0.216389059,0.9,69,9,3,264.2705,0,0,11.64329218,24.6397335,,0.123512071,0.060822149,,1.16401358,
440,SPEI-6,2017,0.164108026,0.7,69,69,6,3.011181246,0,0,0.000701379,0.042234224,,5.49E-05,0.000372439,,0.000528103,
441,SPEI-6,2017,0.164108026,0.75,69,69,6,3.596425317,0,0,0.00100084,0.054014585,,0.000133288,0.000592969,,0.000754432,
442,SPEI-6,2017,0.164108026,0.8,69,69,6,4.600862527,0,0,0.001405096,0.070371639,,0.000305212,0.000921509,,0.001056205,
443,SPEI-6,2017,0.164108026,0.85,69,69,6,5.587127116,0,0,0.001857206,0.08742274,,0.000660056,0.001342473,,0.001131648,
444,SPEI-6,2017,0.164108026,0.9,69,69,6,6.553740019,0,0,0.00240992,0.106242031,,0.001354235,0.001810644,,0.001735194,
445,SPEI-6,2017,0.164108026,0.7,69,49,6,4.283154181,0,0,0.001024569,0.060956261,,9.02E-05,0.000567416,,0.000528103,
446,SPEI-6,2017,0.164108026,0.75,69,49,6,5.230189201,0,0,0.00147194,0.078381586,,0.000210376,0.000904159,,0.000754432,
447,SPEI-6,2017,0.164108026,0.8,69,49,6,6.635880288,0,0,0.002067448,0.101997166,,0.000476814,0.001401519,,0.001056205,
448,SPEI-6,2017,0.164108026,0.85,69,49,6,8.016451342,0,0,0.002719745,0.126235487,,0.000964358,0.001961515,,0.001207092,
449,SPEI-6,2017,0.164108026,0.9,69,49,6,9.369857849,0,0,0.003565238,0.154050249,,0.001912065,0.002634205,,0.001961524,
450,SPEI-6,2017,0.164108026,0.7,69,29,6,7.434951313,0,0,0.001967386,0.110051613,,0.000229291,0.001204541,,0.000678989,
451,SPEI-6,2017,0.164108026,0.75,69,29,6,9.573981192,0,0,0.002826431,0.145282854,,0.000479861,0.001847828,,0.000980762,
452,SPEI-6,2017,0.164108026,0.8,69,29,6,11.91451219,0,0,0.003886172,0.18547336,,0.000954915,0.002682457,,0.001056205,
453,SPEI-6,2017,0.164108026,0.85,69,29,6,14.2145886,0,0,0.005114839,0.22860219,,0.001870948,0.00366708,,0.001584308,
454,SPEI-6,2017,0.164108026,0.9,69,29,6,16.47091785,0,0,0.006901034,0.283831637,,0.003650264,0.004953767,,0.002263297,
455,SPEI-6,2017,0.164108026,0.7,69,9,6,24.14727912,0,0,0.006774699,0.362082129,,0.000936374,0.004418199,,0.000754432,
456,SPEI-6,2017,0.164108026,0.75,69,9,6,31.26775617,0,0,0.009774673,0.481020424,,0.001868648,0.006725992,,0.001056205,
457,SPEI-6,2017,0.164108026,0.8,69,9,6,38.28255392,0,0,0.013150202,0.605403768,,0.003316615,0.009152954,,0.001207092,
458,SPEI-6,2017,0.164108026,0.85,69,9,6,45.18018287,0,0,0.017826913,0.756066062,,0.00542529,0.011591425,,0.002036967,
459,SPEI-6,2017,0.164108026,0.9,69,9,6,52.5698103,0,0,0.024001888,0.941646306,,0.008765365,0.014735912,,0.002791399,
460,SPEI-6,2018,0.164108026,0.7,69,69,6,37.32656504,0,0,0.010426311,0.558473642,,0.000936374,0.004418199,,0.000754432,
461,SPEI-6,2018,0.164108026,0.75,69,69,6,48.3333103,0,0,0.015110087,0.742074268,,0.001868648,0.006725992,,0.001056205,
462,SPEI-6,2018,0.164108026,0.8,69,69,6,59.1766978,0,0,0.02043296,0.934725763,,0.003316615,0.009152954,,0.001207092,
463,SPEI-6,2018,0.164108026,0.85,69,69,6,69.83896721,0,0,0.027966148,1.169247825,,0.00542529,0.011591425,,0.002036967,
464,SPEI-6,2018,0.164108026,0.9,69,69,6,81.26176178,0,0,0.038441085,1.460409512,,0.008765365,0.014735912,,0.002791399,
465,SPEI-6,2018,0.164108026,0.7,69,49,6,37.32656504,0,0,0.010426311,0.558473642,,0.000936374,0.004418199,,0.000754432,
466,SPEI-6,2018,0.164108026,0.75,69,49,6,48.3333103,0,0,0.015110087,0.742074268,,0.001868648,0.006725992,,0.001056205,
467,SPEI-6,2018,0.164108026,0.8,69,49,6,59.1766978,0,0,0.02043296,0.934725763,,0.003316615,0.009152954,,0.001207092,
468,SPEI-6,2018,0.164108026,0.85,69,49,6,69.83896721,0,0,0.027966148,1.169247825,,0.00542529,0.011591425,,0.002036967,
469,SPEI-6,2018,0.164108026,0.9,69,49,6,81.26176178,0,0,0.038441085,1.460409512,,0.008765365,0.014735912,,0.002791399,
470,SPEI-6,2018,0.164108026,0.7,69,29,6,37.32656504,0,0,0.010426311,0.558473642,,0.000936374,0.004418199,,0.000754432,
471,SPEI-6,2018,0.164108026,0.75,69,29,6,48.3333103,0,0,0.015110087,0.742074268,,0.001868648,0.006725992,,0.001056205,
472,SPEI-6,2018,0.164108026,0.8,69,29,6,59.1766978,0,0,0.02043296,0.934725763,,0.003316615,0.009152954,,0.001207092,
473,SPEI-6,2018,0.164108026,0.85,69,29,6,69.83896721,0,0,0.027966148,1.169247825,,0.00542529,0.011591425,,0.002036967,
474,SPEI-6,2018,0.164108026,0.9,69,29,6,81.26176178,0,0,0.038441085,1.460409512,,0.008765365,0.014735912,,0.002791399,
475,SPEI-6,2018,0.164108026,0.7,69,9,6,37.32656504,0,0,0.010426311,0.558473642,,0.000936374,0.004418199,,0.000754432,
476,SPEI-6,2018,0.164108026,0.75,69,9,6,48.3333103,0,0,0.015110087,0.742074268,,0.001868648,0.006725992,,0.001056205,
477,SPEI-6,2018,0.164108026,0.8,69,9,6,59.1766978,0,0,0.02043296,0.934725763,,0.003316615,0.009152954,,0.001207092,
478,SPEI-6,2018,0.164108026,0.85,69,9,6,69.83896721,0,0,0.027966148,1.169247825,,0.00542529,0.011591425,,0.002036967,
479,SPEI-6,2018,0.164108026,0.9,69,9,6,81.26176178,0,0,0.038441085,1.460409512,,0.008765365,0.014735912,,0.002791399,
