i,D.I.,A.Y.,I.COV,S,B.R.,S.R.,T.S.,MaxP.($),MinP.($),MedP.($),MeanP.($),P.SD,M.P.SD,MeanPCF,PCFSD,M.PCFSD,Mean P.F.,M.P.FSD
181,SPI-1,2018,0.225043546,0.75,69,69,1,154.1681191,0,0,2.559301713,9.667752943,,0.037627505,0.020092587,,0.22406639,
182,SPI-1,2018,0.225043546,0.8,69,69,1,198.4442467,0,0,3.979803863,12.69064185,,0.054538089,0.025652455,,0.320256507,
183,SPI-1,2018,0.225043546,0.85,69,69,1,241.9124011,0,0,5.963066427,16.33952644,,0.078348111,0.033111621,,0.445341381,
184,SPI-1,2018,0.225043546,0.9,69,69,1,286.5854984,0,0,8.637313623,20.6773044,,0.109894096,0.041694097,,0.606865334,
185,SPI-1,2018,0.225043546,0.7,69,49,1,117.8041691,0,0,1.585453522,7.20171809,,0.025723433,0.015971672,,0.148849491,
186,SPI-1,2018,0.225043546,0.75,69,49,1,154.1681191,0,0,2.559301713,9.667752943,,0.037627505,0.020092587,,0.22406639,
187,SPI-1,2018,0.225043546,0.8,69,49,1,198.4442467,0,0,3.979803863,12.69064185,,0.054538089,0.025652455,,0.320256507,
188,SPI-1,2018,0.225043546,0.85,69,49,1,241.9124011,0,0,5.963066427,16.33952644,,0.078348111,0.033111621,,0.445341381,
189,SPI-1,2018,0.225043546,0.9,69,49,1,286.5854984,0,0,8.637313623,20.6773044,,0.109894096,0.041694097,,0.606865334,
190,SPI-1,2018,0.225043546,0.7,69,29,1,117.8041691,0,0,1.585453522,7.20171809,,0.025723433,0.015971672,,0.148849491,
191,SPI-1,2018,0.225043546,0.75,69,29,1,154.1681191,0,0,2.559301713,9.667752943,,0.037627505,0.020092587,,0.22406639,
192,SPI-1,2018,0.225043546,0.8,69,29,1,198.4442467,0,0,3.979803863,12.69064185,,0.054538089,0.025652455,,0.320256507,
193,SPI-1,2018,0.225043546,0.85,69,29,1,241.9124011,0,0,5.963066427,16.33952644,,0.078348111,0.033111621,,0.445341381,
194,SPI-1,2018,0.225043546,0.9,69,29,1,286.5854984,0,0,8.637313623,20.6773044,,0.109894096,0.041694097,,0.606865334,
195,SPI-1,2018,0.225043546,0.7,69,9,1,117.8041691,0,0,1.585453522,7.20171809,,0.025723433,0.015971672,,0.148849491,
196,SPI-1,2018,0.225043546,0.75,69,9,1,154.1681191,0,0,2.559301713,9.667752943,,0.037627505,0.020092587,,0.22406639,
197,SPI-1,2018,0.225043546,0.8,69,9,1,198.4442467,0,0,3.979803863,12.69064185,,0.054538089,0.025652455,,0.320256507,
198,SPI-1,2018,0.225043546,0.85,69,9,1,241.9124011,0,0,5.963066427,16.33952644,,0.078348111,0.033111621,,0.445341381,
199,SPI-1,2018,0.225043546,0.9,69,9,1,286.5854984,0,0,8.637313623,20.6773044,,0.109894096,0.041694097,,0.606865334,
200,SPI-2,2017,0.199369638,0.7,69,69,2,43.08669068,0,0.309824735,2.156754511,4.185529438,,0.041902163,0.008533539,,1.119369199,
201,SPI-2,2017,0.199369638,0.75,69,69,2,44.66666052,0,0.942852301,2.812207804,4.658287174,,0.057255929,0.010157869,,1.758922508,
202,SPI-2,2017,0.199369638,0.8,69,69,2,57.43346105,0,2.01377338,4.528522247,6.510928829,,0.077428217,0.011770167,,2.674715159,
203,SPI-2,2017,0.199369638,0.85,69,69,2,77.47698125,0,3.63341975,7.012496698,8.90542324,,0.105036591,0.013716016,,3.954500868,
204,SPI-2,2017,0.199369638,0.9,69,69,2,102.8814992,0,5.854721125,10.46629389,11.95061136,,0.143739621,0.016425448,,5.631253301,
205,SPI-2,2017,0.199369638,0.7,69,49,2,52.44033537,0,0.660396056,2.920146321,5.249691068,,0.042353271,0.009947652,,1.291179356,
206,SPI-2,2017,0.199369638,0.75,69,49,2,64.1618024,0,1.739663866,4.556580163,7.064866298,,0.057232632,0.011618898,,1.901305365,
207,SPI-2,2017,0.199369638,0.8,69,49,2,80.5115419,0,3.259015828,6.872614681,9.340956965,,0.076555869,0.013486779,,2.732513393,
208,SPI-2,2017,0.199369638,0.85,69,49,2,98.50139076,0,5.493357237,10.05593952,12.15294061,,0.103112389,0.015762011,,3.820644382,
209,SPI-2,2017,0.199369638,0.9,69,49,2,117.8643411,0,8.48537339,14.28662225,15.64826751,,0.140112165,0.018508509,,5.161774693,
210,SPI-2,2017,0.199369638,0.7,69,29,2,74.07483802,0,0,3.370517595,7.190897224,,0.046147041,0.0138124,,0.853704542,
211,SPI-2,2017,0.199369638,0.75,69,29,2,93.18580903,0,0.79083343,5.200789012,9.485338859,,0.061974529,0.016498422,,1.250867663,
212,SPI-2,2017,0.199369638,0.8,69,29,2,112.0261041,0,2.596193992,7.784515137,12.31953856,,0.082219797,0.019423756,,1.806398069,
213,SPI-2,2017,0.199369638,0.85,69,29,2,137.9740149,0,5.09891567,11.31144346,15.81982846,,0.109886741,0.022943681,,2.518635884,
214,SPI-2,2017,0.199369638,0.9,69,29,2,171.0788295,0,8.600550156,15.97628724,20.09051142,,0.148137179,0.026757335,,3.416704391,
215,SPI-2,2017,0.199369638,0.7,69,9,2,166.5986482,0,0,5.854317278,15.19065419,,0.057883317,0.027197292,,0.567074091,
216,SPI-2,2017,0.199369638,0.75,69,9,2,200.8354615,0,0,8.739544087,19.62781798,,0.074973525,0.031565892,,0.789195715,
217,SPI-2,2017,0.199369638,0.8,69,9,2,245.0210161,0,0.323798352,12.59581461,24.8366177,,0.096211742,0.036217699,,1.063301645,
218,SPI-2,2017,0.199369638,0.85,69,9,2,296.9431937,0,3.672777543,17.64843117,30.85630862,,0.124960129,0.04134202,,1.406216991,
219,SPI-2,2017,0.199369638,0.9,69,9,2,350.2223836,0,8.543916235,24.15557328,37.78569446,,0.16413857,0.046610637,,1.82797646,
220,SPI-2,2018,0.199369638,0.7,69,69,2,150.2948958,0,0,6.399675895,15.62380879,,0.057883317,0.027197292,,0.567074091,
221,SPI-2,2018,0.199369638,0.75,69,69,2,177.2563522,0,0,9.546756107,20.35096709,,0.074973525,0.031565892,,0.789195715,
222,SPI-2,2018,0.199369638,0.8,69,69,2,213.36655,0,0.379792849,13.74402333,25.97983884,,0.096211742,0.036217699,,1.063301645,
223,SPI-2,2018,0.199369638,0.85,69,69,2,248.8994187,0,3.685701229,19.22483521,32.57325665,,0.124960129,0.04134202,,1.406216991,
224,SPI-2,2018,0.199369638,0.9,69,69,2,300.7714498,0,8.298770187,26.22920519,40.22345147,,0.16413857,0.046610637,,1.82797646,
225,SPI-2,2018,0.199369638,0.7,69,49,2,150.2948958,0,0,6.399675895,15.62380879,,0.057883317,0.027197292,,0.567074091,
226,SPI-2,2018,0.199369638,0.75,69,49,2,177.2563522,0,0,9.546756107,20.35096709,,0.074973525,0.031565892,,0.789195715,
227,SPI-2,2018,0.199369638,0.8,69,49,2,213.36655,0,0.379792849,13.74402333,25.97983884,,0.096211742,0.036217699,,1.063301645,
228,SPI-2,2018,0.199369638,0.85,69,49,2,248.8994187,0,3.685701229,19.22483521,32.57325665,,0.124960129,0.04134202,,1.406216991,
229,SPI-2,2018,0.199369638,0.9,69,49,2,300.7714498,0,8.298770187,26.22920519,40.22345147,,0.16413857,0.046610637,,1.82797646,
230,SPI-2,2018,0.199369638,0.7,69,29,2,150.2948958,0,0,6.399675895,15.62380879,,0.057883317,0.027197292,,0.567074091,
231,SPI-2,2018,0.199369638,0.75,69,29,2,177.2563522,0,0,9.546756107,20.35096709,,0.074973525,0.031565892,,0.789195715,
232,SPI-2,2018,0.199369638,0.8,69,29,2,213.36655,0,0.379792849,13.74402333,25.97983884,,0.096211742,0.036217699,,1.063301645,
233,SPI-2,2018,0.199369638,0.85,69,29,2,248.8994187,0,3.685701229,19.22483521,32.57325665,,0.124960129,0.04134202,,1.406216991,
234,SPI-2,2018,0.199369638,0.9,69,29,2,300.7714498,0,8.298770187,26.22920519,40.22345147,,0.16413857,0.046610637,,1.82797646,
235,SPI-2,2018,0.199369638,0.7,69,9,2,150.2948958,0,0,6.399675895,15.62380879,,0.057883317,0.027197292,,0.567074091,
236,SPI-2,2018,0.199369638,0.75,69,9,2,177.2563522,0,0,9.546756107,20.35096709,,0.074973525,0.031565892,,0.789195715,
237,SPI-2,2018,0.199369638,0.8,69,9,2,213.36655,0,0.379792849,13.74402333,25.97983884,,0.096211742,0.036217699,,1.063301645,
238,SPI-2,2018,0.199369638,0.85,69,9,2,248.8994187,0,3.685701229,19.22483521,32.57325665,,0.124960129,0.04134202,,1.406216991,
239,SPI-2,2018,0.199369638,0.9,69,9,2,300.7714498,0,8.298770187,26.22920519,40.22345147,,0.16413857,0.046610637,,1.82797646,
240,SPI-3,2017,0.194700497,0.7,69,69,3,30.98267952,0,0,1.01553995,2.449992138,,0.034626867,0.007946587,,0.740584195,
241,SPI-3,2017,0.194700497,0.75,69,69,3,39.33116769,0,0.273158452,1.727429713,3.410047982,,0.048156848,0.009792088,,1.17699449,
242,SPI-3,2017,0.194700497,0.8,69,69,3,50.17734166,0,1.00139367,2.837298921,4.689553164,,0.064824621,0.011523776,,1.816363499,
243,SPI-3,2017,0.194700497,0.85,69,69,3,65.09500227,0,2.07229823,4.485089734,6.369574165,,0.086682253,0.013310311,,2.688202883,
244,SPI-3,2017,0.194700497,0.9,69,69,3,79.83195663,0,3.60081831,6.834644735,8.554907643,,0.117515155,0.015454126,,3.881651445,
245,SPI-3,2017,0.194700497,0.7,69,49,3,44.3925661,0,0,1.176963554,3.105985108,,0.032812932,0.008987561,,0.635519662,
246,SPI-3,2017,0.194700497,0.75,69,49,3,56.16949548,0,0.012022502,1.947688419,4.275340448,,0.045724569,0.011083886,,0.975167937,
247,SPI-3,2017,0.194700497,0.8,69,49,3,72.38608144,0,0.751418221,3.112592455,5.789219517,,0.061908988,0.013032691,,1.459808287,
248,SPI-3,2017,0.194700497,0.85,69,49,3,93.48581286,0,1.942069022,4.797959788,7.686660461,,0.083120008,0.015069408,,2.106347649,
249,SPI-3,2017,0.194700497,0.9,69,49,3,114.1193449,0,3.590596433,7.148549775,10.04746502,,0.11315841,0.017543939,,2.936070647,
250,SPI-3,2017,0.194700497,0.7,69,29,3,55.62651468,0,0,1.267717709,4.270035012,,0.03664947,0.012463027,,0.399879236,
251,SPI-3,2017,0.194700497,0.75,69,29,3,74.81382815,0,0,2.013319806,5.663488349,,0.050629729,0.015384621,,0.606158955,
252,SPI-3,2017,0.194700497,0.8,69,29,3,93.7031613,0,0,3.157696744,7.412010675,,0.067958781,0.018495022,,0.912672655,
253,SPI-3,2017,0.194700497,0.85,69,29,3,112.2621175,0,0.488843358,4.834479732,9.583045115,,0.09046788,0.021710431,,1.33285531,
254,SPI-3,2017,0.194700497,0.9,69,29,3,131.1207151,0,2.045254845,7.199211325,12.24572851,,0.122380632,0.025948955,,1.884972451,
255,SPI-3,2017,0.194700497,0.7,69,9,3,134.2861176,0,0,2.292298821,9.622366746,,0.046733714,0.024668146,,0.297909276,
256,SPI-3,2017,0.194700497,0.75,69,9,3,153.5137937,0,0,3.460851939,12.13802287,,0.061968265,0.0292064,,0.428711601,
257,SPI-3,2017,0.194700497,0.8,69,9,3,175.3570938,0,0,5.144292923,15.17068663,,0.080218843,0.033877966,,0.594459959,
258,SPI-3,2017,0.194700497,0.85,69,9,3,197.0298071,0,0,7.506578216,18.80385254,,0.103599035,0.039304237,,0.811608423,
259,SPI-3,2017,0.194700497,0.9,69,9,3,218.4012134,0,0,10.7072637,23.12147285,,0.136873913,0.046268416,,1.079930561,
260,SPI-3,2018,0.194700497,0.7,69,69,3,129.9774696,0,0,2.661421586,10.36447165,,0.046733714,0.024668146,,0.297909276,
261,SPI-3,2018,0.194700497,0.75,69,69,3,148.5882145,0,0,3.985551848,13.19820707,,0.061968265,0.0292064,,0.428711601,
262,SPI-3,2018,0.194700497,0.8,69,69,3,167.0162885,0,0,5.872179664,16.61310613,,0.080218843,0.033877966,,0.594459959,
263,SPI-3,2018,0.194700497,0.85,69,69,3,185.2418313,0,0,8.491293712,20.69323392,,0.103599035,0.039304237,,0.811608423,
264,SPI-3,2018,0.194700497,0.9,69,69,3,203.2483591,0,0,12.01104571,25.5316109,,0.136873913,0.046268416,,1.079930561,
265,SPI-3,2018,0.194700497,0.7,69,49,3,129.9774696,0,0,2.661421586,10.36447165,,0.046733714,0.024668146,,0.297909276,
266,SPI-3,2018,0.194700497,0.75,69,49,3,148.5882145,0,0,3.985551848,13.19820707,,0.061968265,0.0292064,,0.428711601,
267,SPI-3,2018,0.194700497,0.8,69,49,3,167.0162885,0,0,5.872179664,16.61310613,,0.080218843,0.033877966,,0.594459959,
268,SPI-3,2018,0.194700497,0.85,69,49,3,185.2418313,0,0,8.491293712,20.69323392,,0.103599035,0.039304237,,0.811608423,
269,SPI-3,2018,0.194700497,0.9,69,49,3,203.2483591,0,0,12.01104571,25.5316109,,0.136873913,0.046268416,,1.079930561,
270,SPI-3,2018,0.194700497,0.7,69,29,3,129.9774696,0,0,2.661421586,10.36447165,,0.046733714,0.024668146,,0.297909276,
271,SPI-3,2018,0.194700497,0.75,69,29,3,148.5882145,0,0,3.985551848,13.19820707,,0.061968265,0.0292064,,0.428711601,
272,SPI-3,2018,0.194700497,0.8,69,29,3,167.0162885,0,0,5.872179664,16.61310613,,0.080218843,0.033877966,,0.594459959,
273,SPI-3,2018,0.194700497,0.85,69,29,3,185.2418313,0,0,8.491293712,20.69323392,,0.103599035,0.039304237,,0.811608423,
274,SPI-3,2018,0.194700497,0.9,69,29,3,203.2483591,0,0,12.01104571,25.5316109,,0.136873913,0.046268416,,1.079930561,
275,SPI-3,2018,0.194700497,0.7,69,9,3,129.9774696,0,0,2.661421586,10.36447165,,0.046733714,0.024668146,,0.297909276,
276,SPI-3,2018,0.194700497,0.75,69,9,3,148.5882145,0,0,3.985551848,13.19820707,,0.061968265,0.0292064,,0.428711601,
277,SPI-3,2018,0.194700497,0.8,69,9,3,167.0162885,0,0,5.872179664,16.61310613,,0.080218843,0.033877966,,0.594459959,
278,SPI-3,2018,0.194700497,0.85,69,9,3,185.2418313,0,0,8.491293712,20.69323392,,0.103599035,0.039304237,,0.811608423,
279,SPI-3,2018,0.194700497,0.9,69,9,3,203.2483591,0,0,12.01104571,25.5316109,,0.136873913,0.046268416,,1.079930561,
280,SPI-6,2017,0.194921779,0.7,69,69,6,11.03841471,0,0,0.028051025,0.292380889,,0.007809479,0.003797284,,0.047604655,
281,SPI-6,2017,0.194921779,0.75,69,69,6,13.95117417,0,0,0.052046055,0.403708416,,0.013667268,0.005031201,,0.086066193,
282,SPI-6,2017,0.194921779,0.8,69,69,6,17.9542989,0,0,0.097280232,0.570371446,,0.02243652,0.006667126,,0.145156415,
283,SPI-6,2017,0.194921779,0.85,69,69,6,22.19928846,0,0,0.178560567,0.808713146,,0.034774311,0.008777981,,0.239685658,
284,SPI-6,2017,0.194921779,0.9,69,69,6,26.5368999,0,0,0.319631464,1.134341994,,0.051855725,0.011224232,,0.381743993,
285,SPI-6,2017,0.194921779,0.7,69,49,6,10.55550919,0,0,0.0352256,0.341934773,,0.007642523,0.004587835,,0.048133595,
286,SPI-6,2017,0.194921779,0.75,69,49,6,12.4954558,0,0,0.066080278,0.478851938,,0.012830055,0.005981957,,0.086821823,
287,SPI-6,2017,0.194921779,0.8,69,49,6,14.41217385,0,0,0.124435942,0.684674245,,0.020566267,0.007831754,,0.145307541,
288,SPI-6,2017,0.194921779,0.85,69,49,6,16.30313791,0,0,0.229791238,0.985809173,,0.031504128,0.010126881,,0.238325525,
289,SPI-6,2017,0.194921779,0.9,69,49,6,18.16625187,0,0,0.411249724,1.402802894,,0.046898302,0.013124209,,0.375547831,
290,SPI-6,2017,0.194921779,0.7,69,29,6,26.62138955,0,0,0.26218145,1.508432617,,0.013316274,0.008382057,,0.143947408,
291,SPI-6,2017,0.194921779,0.75,69,29,6,32.1471197,0,0,0.429048203,2.051502564,,0.020225897,0.010660776,,0.216412271,
292,SPI-6,2017,0.194921779,0.8,69,29,6,38.0800248,0,0,0.696088229,2.785248373,,0.029458986,0.013324491,,0.316382046,
293,SPI-6,2017,0.194921779,0.85,69,29,6,47.01063385,0,0,1.093082483,3.74746324,,0.041593826,0.016452956,,0.44506574,
294,SPI-6,2017,0.194921779,0.9,69,29,6,55.75700286,0,0,1.654308048,4.960359616,,0.058203927,0.020257157,,0.608659513,
295,SPI-6,2017,0.194921779,0.7,69,9,6,85.22164742,0,0,0.78917957,4.680097584,,0.018202537,0.017453043,,0.149085688,
296,SPI-6,2017,0.194921779,0.75,69,9,6,102.919992,0,0,1.18317569,6.030763569,,0.025913294,0.021408593,,0.209233792,
297,SPI-6,2017,0.194921779,0.8,69,9,6,120.3909226,0,0,1.729732846,7.645064969,,0.035817347,0.025891465,,0.281623092,
298,SPI-6,2017,0.194921779,0.85,69,9,6,137.6097146,0,0,2.451859664,9.533589868,,0.048761678,0.031126102,,0.365422397,
299,SPI-6,2017,0.194921779,0.9,69,9,6,154.5558466,0,0,3.384558967,11.69593269,,0.066759066,0.037471953,,0.472419525,
300,SPI-6,2018,0.194921779,0.7,69,69,6,132.6724826,0,0,1.295915604,8.324226832,,0.018202537,0.017453043,,0.149085688,
301,SPI-6,2018,0.194921779,0.75,69,69,6,159.0924492,0,0,1.878683042,10.44900577,,0.025913294,0.021408593,,0.209233792,
302,SPI-6,2018,0.194921779,0.8,69,69,6,186.0987974,0,0,2.654210513,12.92824369,,0.035817347,0.025891465,,0.281623092,
303,SPI-6,2018,0.194921779,0.85,69,69,6,212.7153929,0,0,3.647790156,15.78228784,,0.048761678,0.031126102,,0.365422397,
304,SPI-6,2018,0.194921779,0.9,69,69,6,238.9105138,0,0,4.890140085,18.98311139,,0.066759066,0.037471953,,0.472419525,
305,SPI-6,2018,0.194921779,0.7,69,49,6,132.6724826,0,0,1.295915604,8.324226832,,0.018202537,0.017453043,,0.149085688,
306,SPI-6,2018,0.194921779,0.75,69,49,6,159.0924492,0,0,1.878683042,10.44900577,,0.025913294,0.021408593,,0.209233792,
307,SPI-6,2018,0.194921779,0.8,69,49,6,186.0987974,0,0,2.654210513,12.92824369,,0.035817347,0.025891465,,0.281623092,
308,SPI-6,2018,0.194921779,0.85,69,49,6,212.7153929,0,0,3.647790156,15.78228784,,0.048761678,0.031126102,,0.365422397,
309,SPI-6,2018,0.194921779,0.9,69,49,6,238.9105138,0,0,4.890140085,18.98311139,,0.066759066,0.037471953,,0.472419525,
310,SPI-6,2018,0.194921779,0.7,69,29,6,132.6724826,0,0,1.295915604,8.324226832,,0.018202537,0.017453043,,0.149085688,
311,SPI-6,2018,0.194921779,0.75,69,29,6,159.0924492,0,0,1.878683042,10.44900577,,0.025913294,0.021408593,,0.209233792,
312,SPI-6,2018,0.194921779,0.8,69,29,6,186.0987974,0,0,2.654210513,12.92824369,,0.035817347,0.025891465,,0.281623092,
313,SPI-6,2018,0.194921779,0.85,69,29,6,212.7153929,0,0,3.647790156,15.78228784,,0.048761678,0.031126102,,0.365422397,
314,SPI-6,2018,0.194921779,0.9,69,29,6,238.9105138,0,0,4.890140085,18.98311139,,0.066759066,0.037471953,,0.472419525,
315,SPI-6,2018,0.194921779,0.7,69,9,6,132.6724826,0,0,1.295915604,8.324226832,,0.018202537,0.017453043,,0.149085688,
316,SPI-6,2018,0.194921779,0.75,69,9,6,159.0924492,0,0,1.878683042,10.44900577,,0.025913294,0.021408593,,0.209233792,
317,SPI-6,2018,0.194921779,0.8,69,9,6,186.0987974,0,0,2.654210513,12.92824369,,0.035817347,0.025891465,,0.281623092,
318,SPI-6,2018,0.194921779,0.85,69,9,6,212.7153929,0,0,3.647790156,15.78228784,,0.048761678,0.031126102,,0.365422397,
319,SPI-6,2018,0.194921779,0.9,69,9,6,238.9105138,0,0,4.890140085,18.98311139,,0.066759066,0.037471953,,0.472419525,
320,SPEI-1,2017,0.140290936,0.7,69,69,1,1.918224221,0,0,0.000988402,0.036352067,,1.87E-05,0.000169965,,0.001207092,
321,SPEI-1,2017,0.140290936,0.75,69,69,1,4.518062247,0,0,0.002681975,0.087797737,,3.13E-05,0.000234885,,0.001735194,
322,SPEI-1,2017,0.140290936,0.8,69,69,1,5.357992884,0,0,0.003824352,0.108895905,,5.30E-05,0.000314456,,0.002187854,
323,SPEI-1,2017,0.140290936,0.85,69,69,1,6.185120611,0,0,0.005423053,0.133480317,,0.000104963,0.000467009,,0.002942286,
324,SPEI-1,2017,0.140290936,0.9,69,69,1,6.998403402,0,0,0.007269578,0.162456352,,0.0002811,0.000837974,,0.003394945,
325,SPEI-1,2017,0.140290936,0.7,69,49,1,15.15083278,0,0,0.010873782,0.310032073,,3.79E-05,0.000290444,,0.002414183,
326,SPEI-1,2017,0.140290936,0.75,69,49,1,16.42892402,0,0,0.013344169,0.356938803,,6.54E-05,0.000397801,,0.002791399,
327,SPEI-1,2017,0.140290936,0.8,69,49,1,18.77064471,0,0,0.016315223,0.409685942,,0.000124666,0.00058228,,0.003319502,
328,SPEI-1,2017,0.140290936,0.85,69,49,1,21.08274313,0,0,0.020024034,0.46660675,,0.000273977,0.000946008,,0.004149378,
329,SPEI-1,2017,0.140290936,0.9,69,49,1,23.36280832,0,0,0.024199309,0.527780175,,0.000674914,0.001593286,,0.005205583,
330,SPEI-1,2017,0.140290936,0.7,69,29,1,22.62252098,0,0,0.016644334,0.467699063,,7.19E-05,0.000499794,,0.00233874,
331,SPEI-1,2017,0.140290936,0.75,69,29,1,24.82914129,0,0,0.020877544,0.540105432,,0.000123914,0.000690508,,0.003017729,
332,SPEI-1,2017,0.140290936,0.8,69,29,1,27.02419167,0,0,0.026332676,0.618975248,,0.00024635,0.001039136,,0.003696718,
333,SPEI-1,2017,0.140290936,0.85,69,29,1,29.20641424,0,0,0.0326859,0.709880513,,0.000550877,0.001718652,,0.004602037,
334,SPEI-1,2017,0.140290936,0.9,69,29,1,31.37476495,0,0,0.040149338,0.807556007,,0.001325294,0.002913232,,0.005507356,
335,SPEI-1,2017,0.140290936,0.7,69,9,1,90.50988151,0,0,0.06798802,1.858244839,,0.000311733,0.001803796,,0.003093172,
336,SPEI-1,2017,0.140290936,0.75,69,9,1,97.03604446,0,0,0.083639779,2.111034669,,0.000526553,0.002416639,,0.003621275,
337,SPEI-1,2017,0.140290936,0.8,69,9,1,103.5610093,0,0,0.10085087,2.384863592,,0.001023745,0.003730847,,0.003923048,
338,SPEI-1,2017,0.140290936,0.85,69,9,1,110.0846458,0,0,0.119582253,2.67042155,,0.001971424,0.00552056,,0.005054696,
339,SPEI-1,2017,0.140290936,0.9,69,9,1,120.9711579,0,0,0.142487345,2.981904193,,0.004152064,0.008469836,,0.006110902,
340,SPEI-1,2018,0.140290936,0.7,69,69,1,139.909054,0,0,0.091752451,2.599667792,,0.000311733,0.001803796,,0.003093172,
341,SPEI-1,2018,0.140290936,0.75,69,69,1,149.9971159,0,0,0.112331239,2.941056132,,0.000526553,0.002416639,,0.003621275,
342,SPEI-1,2018,0.140290936,0.8,69,69,1,160.0833258,0,0,0.134706797,3.313284114,,0.001023745,0.003730847,,0.003923048,
343,SPEI-1,2018,0.140290936,0.85,69,69,1,170.1674823,0,0,0.159407806,3.704949005,,0.001971424,0.00552056,,0.005054696,
344,SPEI-1,2018,0.140290936,0.9,69,69,1,180.2494183,0,0,0.188949772,4.12939864,,0.004152064,0.008469836,,0.006110902,
345,SPEI-1,2018,0.140290936,0.7,69,49,1,139.909054,0,0,0.091752451,2.599667792,,0.000311733,0.001803796,,0.003093172,
346,SPEI-1,2018,0.140290936,0.75,69,49,1,149.9971159,0,0,0.112331239,2.941056132,,0.000526553,0.002416639,,0.003621275,
347,SPEI-1,2018,0.140290936,0.8,69,49,1,160.0833258,0,0,0.134706797,3.313284114,,0.001023745,0.003730847,,0.003923048,
348,SPEI-1,2018,0.140290936,0.85,69,49,1,170.1674823,0,0,0.159407806,3.704949005,,0.001971424,0.00552056,,0.005054696,
349,SPEI-1,2018,0.140290936,0.9,69,49,1,180.2494183,0,0,0.188949772,4.12939864,,0.004152064,0.008469836,,0.006110902,
350,SPEI-1,2018,0.140290936,0.7,69,29,1,139.909054,0,0,0.091752451,2.599667792,,0.000311733,0.001803796,,0.003093172,
351,SPEI-1,2018,0.140290936,0.75,69,29,1,149.9971159,0,0,0.112331239,2.941056132,,0.000526553,0.002416639,,0.003621275,
352,SPEI-1,2018,0.140290936,0.8,69,29,1,160.0833258,0,0,0.134706797,3.313284114,,0.001023745,0.003730847,,0.003923048,
353,SPEI-1,2018,0.140290936,0.85,69,29,1,170.1674823,0,0,0.159407806,3.704949005,,0.001971424,0.00552056,,0.005054696,
354,SPEI-1,2018,0.140290936,0.9,69,29,1,180.2494183,0,0,0.188949772,4.12939864,,0.004152064,0.008469836,,0.006110902,
355,SPEI-1,2018,0.140290936,0.7,69,9,1,139.909054,0,0,0.091752451,2.599667792,,0.000311733,0.001803796,,0.003093172,
356,SPEI-1,2018,0.140290936,0.75,69,9,1,149.9971159,0,0,0.112331239,2.941056132,,0.000526553,0.002416639,,0.003621275,
357,SPEI-1,2018,0.140290936,0.8,69,9,1,160.0833258,0,0,0.134706797,3.313284114,,0.001023745,0.003730847,,0.003923048,
358,SPEI-1,2018,0.140290936,0.85,69,9,1,170.1674823,0,0,0.159407806,3.704949005,,0.001971424,0.00552056,,0.005054696,
359,SPEI-1,2018,0.140290936,0.9,69,9,1,180.2494183,0,0,0.188949772,4.12939864,,0.004152064,0.008469836,,0.006110902,
360,SPEI-2,2017,0.135329937,0.7,69,69,2,2.599907131,0,0,0.000393397,0.026318619,,4.91E-06,7.65E-05,,0.000452659,
361,SPEI-2,2017,0.135329937,0.75,69,69,2,2.059686913,0,0,0.000341354,0.02178473,,9.18E-06,0.000110889,,0.000452659,
362,SPEI-2,2017,0.135329937,0.8,69,69,2,2.277054458,0,0,0.000427084,0.025137888,,1.94E-05,0.000172161,,0.000528103,
363,SPEI-2,2017,0.135329937,0.85,69,69,2,2.492519483,0,0,0.000522963,0.028952763,,4.09E-05,0.000269813,,0.000603546,
364,SPEI-2,2017,0.135329937,0.9,69,69,2,2.705927141,0,0,0.00063459,0.033072493,,0.000119326,0.000494727,,0.000754432,
365,SPEI-2,2017,0.135329937,0.7,69,49,2,2.598319157,0,0,0.000400436,0.026519621,,6.95E-06,0.000108248,,0.000452659,
366,SPEI-2,2017,0.135329937,0.75,69,49,2,2.9049472,0,0,0.00048838,0.030959163,,1.30E-05,0.000159229,,0.000452659,
367,SPEI-2,2017,0.135329937,0.8,69,49,2,3.209204681,0,0,0.000617582,0.035796472,,2.33E-05,0.000225884,,0.000528103,
368,SPEI-2,2017,0.135329937,0.85,69,49,2,3.510833872,0,0,0.000753597,0.041261508,,5.32E-05,0.000363197,,0.000603546,
369,SPEI-2,2017,0.135329937,0.9,69,49,2,3.809620858,0,0,0.000923289,0.047150843,,0.000170479,0.000703584,,0.000829876,
370,SPEI-2,2017,0.135329937,0.7,69,29,2,4.389243549,0,0,0.000696179,0.045408123,,1.35E-05,0.000196951,,0.000452659,
371,SPEI-2,2017,0.135329937,0.75,69,29,2,4.900047327,0,0,0.000859554,0.052908088,,2.50E-05,0.000281193,,0.000528103,
372,SPEI-2,2017,0.135329937,0.8,69,29,2,5.406987065,0,0,0.001083069,0.061417812,,4.36E-05,0.000384684,,0.000528103,
373,SPEI-2,2017,0.135329937,0.85,69,29,2,5.909642664,0,0,0.001326837,0.070853734,,0.000124343,0.000705224,,0.000754432,
374,SPEI-2,2017,0.135329937,0.9,69,29,2,6.407665438,0,0,0.001646807,0.081103068,,0.000400664,0.001410988,,0.000829876,
375,SPEI-2,2017,0.135329937,0.7,69,9,2,13.46746324,0,0,0.002235493,0.142559417,,5.19E-05,0.000681193,,0.000452659,
